group_name,first_sighted,last_sighted,group_slug,n_members
Wellness & Healthcare Virtual Assistants,2021-03-19,2021-04-05,885577781961540,605.0
"Westie Lung Disease--IPF in USA (Treatments, Symptoms, Studies, Etc.)",2021-04-24,2021-04-24,327689790763155,2900.0
Wheaten Health Matters,2020-11-24,2021-05-01,248601165173130,11000.0
When We Met Recovery Room,2021-02-20,2021-02-20,174775407322156,68.0
Whipple Surgery Survivor Group,2020-12-17,2021-03-21,250497878309541,11000.0
Wichita Exchange Students with MEDICI,2021-03-20,2021-04-13,WichitaExchageProgram,99.0
Wichita Metro Area Collaboration for COVID 19 Crisis,2021-03-18,2021-03-18,645030479396753,803.0
Wife Talk Restoration and Recovery,2021-03-26,2021-03-26,1220386984678962,132.0
Wildlife Disease Association,2021-01-06,2021-01-07,170834166439793,4900.0
Wisconsin's Safe & Unsafe Businesses During the Covid19,2020-12-14,2021-01-04,255894418967872,580.0
Women Crushing Recovery,2020-12-03,2020-12-03,womencrushingrecovery,273.0
Women Over 50 Get Active & Healthy,2021-04-03,2021-04-08,womenover50getactiveandhealthy,1600.0
Women in Recovery,2021-04-05,2021-04-15,687342682083370,725.0
Women of St. Columban #COVID19,2021-03-22,2021-03-22,561590284470252,270.0
Women's Health & Empowerment Support Group with Amber Shaw,2021-03-16,2021-03-29,ambershaw,2300.0
Women's Health Support Group,2021-04-10,2021-04-13,1893876690742196,320.0
"Work With Water- Healthy Home, Living Green",2021-01-05,2021-04-16,workwithwater,569.0
Working Moms Healthy Living,2021-03-19,2021-03-22,1789140144434597,752.0
World Recovery Humor 🌎,2020-11-29,2021-04-27,184222272133101,27000.0
Writers in the Pandemic,2021-03-22,2021-03-22,writersinthepandemic,
Writing in the Time of Covid,2021-04-19,2021-04-19,717558938985013,
Yakima Celebrate Recovery,2021-04-19,2021-04-19,304626819694107,
Yorke Peninsula Fires Recovery and Community Planning,2020-12-01,2020-12-02,676498209890042,69.0
Young Womens Camp in the Time of Covid,2021-03-08,2021-03-08,758312871467641,560.0
Young and Severely Affected by Covid-19,2021-01-02,2021-01-04,955600448203764,925.0
Your Health Matters,2021-02-20,2021-02-23,2044306502256899,2500.0
Your Health for Life,2021-03-22,2021-03-22,YourHealthforLife,
Zambia Medical Mission Team Info,2021-03-27,2021-04-08,ZMMTeam,1000.0
Zen's Medicine,2020-12-11,2020-12-11,zensmedicine,
Zeroing In On Health,2021-02-09,2021-02-13,zioh2,
Zomedica Dream Team Investors   ZOM 🚀 ZOM 🚀 ZOM 🚀,2021-03-07,2021-04-30,245171940305875,4400.0
Zomedica Investors $Zom Stocks,2020-12-22,2021-01-26,2788855968106507,3800.0
Zumba is Our Medicine 💃🏻🕺🏻,2021-04-14,2021-04-30,1017019991782461,311.0
Zumba/Yoga - MMCM Community Health,2021-03-17,2021-03-17,ZumbaMercyMerced,977.0
cantos medicina,2020-11-29,2021-01-31,3199493986747229,74000.0
dying of coronavirus to own the libs,2021-01-11,2021-01-12,1078341655862893,8000.0
healthclubTV Trainers,2021-03-22,2021-03-22,healthclubtvpremiumtrainers,351.0
healthy and life changes,2021-03-22,2021-03-22,244299729573681,
healthy and tasty,2021-03-10,2021-03-24,323658841870671,315.0
healthy baby's meals,2021-03-07,2021-03-10,145318600352429,13000.0
i am W O M A N Movement (Recovery From Broken And Battered Emotions),2020-12-31,2021-03-11,503823086451012,865.0
iPhone Data Recovery,2020-12-13,2020-12-13,711278046388046,2500.0
inclusive trans people in recovery and where to find them,2021-04-03,2021-04-04,261522971655920,25.0
it looks like you learned food photography from medical textbooks but ok,2020-12-02,2021-04-27,341115543050918,29000.0
over the rainbow mental health support,2021-03-17,2021-03-19,253722522799674,
random recovery,2021-04-07,2021-04-29,2573112349484536,46.0
subtle asian mental health,2020-12-13,2020-12-14,subtleasianmentalhealth,52000.0
tRump Error Syndrome,2020-11-29,2021-01-17,101958403944966,8500.0
the DB METHOD *Club* and Health-Fitness-Workout,2021-04-01,2021-04-01,838295777021627,19.0
"what in the Covid-19, toilet paper hoarding, panic buyingmask crap is this",2021-01-15,2021-01-15,681315745948649,1900.0
ĂN CHAY HEALTHY,2021-03-23,2021-04-26,anchayhealthy,37000.0
☘Judy's Healthy Hangout with Magnesium VIP'S!,2021-04-14,2021-04-14,1109355776249275,75.0
♡♡Healthy LOVE♡♡,2020-12-19,2020-12-23,1112454312466950,491.0
❤️ Chronic illness support group ❤️,2021-02-07,2021-02-07,225814664576289,82.0
🌱Healthy Home Event🌱,2020-12-10,2021-04-11,3102581696465704,1300.0
🌻🌱🍎 Let thy food be thy medicine 🍎🌱🌻,2021-03-22,2021-03-23,774735120059789,63.0
🔥🔥HEALTHY CON ASHANTIQUE🍅🍆🥑🥦🥬,2021-03-23,2021-03-23,505130266794341,2300.0
🔷️RECOVERY CRAWL🔷️,2021-01-03,2021-01-18,262504744673741,8100.0
